"","irf_gpr2gpr","irf_gpr2remx","irf_gpr2new","irf1_gpr2gpr","irf1_gpr2remx","irf1_gpr2new"
"1",25.2217731393017,-0.376196109090859,-0.148467208198644,25.2217731393017,0,-0.128967176176358
"2",-4.33995682545034,-0.309423710655611,0.033800939825665,-4.16903643432753,0,0.0511024416719741
"3",-1.97904746863481,-1.21875514833412,-0.0528147063109525,-2.07368557284454,0,-0.0289005201595143
"4",0.416730453031208,0.0863787099646529,-0.000935453904599576,0.771462649222363,0,-0.00629505777893815
"5",0.855682344786136,0.0655410245277642,0.0192412964756445,0.111554821309387,0,0.00670737396926678
"6",-0.193131966083174,-0.024899944811516,0.0022080680297304,-0.0987346000213744,0,0.000334305710873945
"7",-0.114236755738208,-0.0737269046045591,-0.00545587534714794,0.00174790381611238,0,-0.000952015286543458
"8",0.0185608259988991,0.00111535703442963,-0.000294640618628678,0.0101227304852696,0,2.99357065824433e-05
"9",0.0510355258763219,0.00716927822052091,0.00126320061463271,-0.00153756286444603,0,0.00010816956139261
"10",-0.00714650643774541,-0.000918876240057712,0.000183045758530238,-0.000830595490922933,0,-1.11359736207233e-05
"11",-0.00903253757321017,-0.00424688218280904,-0.000261796850788877,0.00026811701430388,0,-1.03334508203305e-05
"12",0.000760589613551745,-0.000184981281654384,-3.96979450892199e-05,4.68921453619799e-05,0,1.89961130697666e-06
"13",0.00313038787067046,0.00045580939144867,5.05768190543126e-05,-3.34248731485675e-05,0,8.12584106685179e-07
"14",25.2217731393017,-0.376138168716933,-0.137555924539225,25.2217731393017,0,-0.118121086668987
"15",-4.33463104412891,-0.313968044395421,0.0406951952180492,-4.16404904798806,0,0.0567511417033183
"16",-1.98211277622777,-1.23952532175377,-0.0640583939709839,-2.07416717254085,0,-0.0346333942527845
"17",0.402039614617919,0.0766585206938297,-0.00172304377199612,0.766158906120305,0,-0.00693676853400789
"18",0.868221625788453,0.0814446660034066,0.0207127473314237,0.113784870003305,0,0.0076628186789544
"19",-0.180565878949935,-0.0230850226954182,0.00263708637930744,-0.0977804523759667,0,0.000369581167999397
"20",-0.125607416601702,-0.0752143436575276,-0.0056570484290341,0.00108110487701354,0,-0.00107329367176614
"21",0.0171722857216094,-2.15159076848836e-05,-0.000480768596784775,0.0100458550863155,0,3.12673716238376e-05
"22",0.0528060716527498,0.00796305156949221,0.0012355657514144,-0.00141375387247592,0,0.000121484114370664
"23",-0.00629549714277854,-0.000596817231850935,0.000196462895905237,-0.000835015982282372,0,-1.17835736411121e-05
