"","irf_gpr2gpr","irf_gpr2remx","irf_gpr2new","irf1_gpr2gpr","irf1_gpr2remx","irf1_gpr2new"
"1",25.2217731393017,-0.376196109090859,-0.148467208198644,25.2217731393017,0,-0.128967176176358
"2",-4.33995682545034,-0.309423710655611,0.033800939825665,-4.16903643432753,0.0502630944806916,0.0537078167096939
"3",-1.97904746863481,-1.21875514833412,-0.0528147063109525,-2.05097886225122,0.19649697801998,-0.0184933259855138
"4",0.416730453031208,0.0863787099646529,-0.000935453904599576,0.829059205206309,-0.0568650983921271,-0.00872412915076624
"5",0.855682344786136,0.0655410245277642,0.0192412964756445,-0.0337292776000929,0.0505980914328232,0.00756057372894751
"6",-0.193131966083174,-0.024899944811516,0.0022080680297304,-0.0286048836369735,0.00986801359763422,0.00092103819478646
"7",-0.114236755738208,-0.0737269046045591,-0.00545587534714794,-0.0161727959017339,-0.00617508908259551,-0.00112423353055682
"8",0.0185608259988991,0.00111535703442963,-0.000294640618628678,-0.00295134146230008,-0.000558819443288377,-0.000242597213769846
"9",0.0510355258763219,0.00716927822052091,0.00126320061463271,0.00554939859562385,0.00119837685643956,0.000178874881849734
"10",-0.00714650643774541,-0.000918876240057712,0.000183045758530238,0.000404819820757088,0.000381928287349064,7.57573229246498e-05
"11",-0.00903253757321017,-0.00424688218280904,-0.000261796850788877,-0.00117567978620505,-0.00015277593267513,-2.84114373104531e-05
"12",0.000760589613551745,-0.000184981281654384,-3.96979450892199e-05,-0.000161074645050469,-8.53878536532113e-05,-1.83364379806903e-05
"13",0.00313038787067046,0.00045580939144867,5.05768190543126e-05,0.000201355453589304,2.85916035334635e-05,4.2272517175039e-06
"14",25.2217731393017,-0.376138168716933,-0.137555924539225,25.2217731393017,0,-0.118121086668987
"15",-4.33463104412891,-0.313968044395421,0.0406951952180492,-4.16404904798806,0.0460343037394987,0.0591297070924632
"16",-1.98211277622777,-1.23952532175377,-0.0640583939709839,-2.05337660023704,0.176098130448501,-0.0253243445373331
"17",0.402039614617919,0.0766585206938297,-0.00172304377199612,0.817147187299279,-0.0655696048162024,-0.00984045783435706
"18",0.868221625788453,0.0814446660034066,0.0207127473314237,-0.0229400056781809,0.0591506390817393,0.00904453117001015
"19",-0.180565878949935,-0.0230850226954182,0.00263708637930744,-0.0196011426171755,0.0109720566224569,0.00114409110997547
